Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
20/06/2019,11700,10650,10250,11800,11600,13050,12650,34150,34150,118400,121950,113050,24800,24800,39450,39450,41200,41200,49950,49050,49550,40100,39100,39850,13150,11250,14350,13650,13850,15000,13000
21/06/2019,11700,10650,10250,11800,11600,13050,12650,33950,33950,118400,121950,113000,24750,24750,39200,39200,41150,41150,51300,50350,51300,41150,40400,40750,13150,11250,14350,13650,13850,15000,13000
24/06/2019,11700,10650,10250,11800,11600,13050,12650,33300,33300,118350,121900,112950,24850,24850,39200,39200,40600,40600,52750,53000,52200,42650,42200,41550,13150,11200,14350,13650,13850,15000,13000
25/06/2019,11700,10650,10250,11800,11600,13050,12600,33050,33050,118200,121750,112850,24950,24950,39150,39150,40650,40650,53100,52600,52550,42600,42300,41500,13150,11200,14350,13600,13850,15000,13000
26/06/2019,11700,10650,10250,11800,11600,13050,12650,32850,32850,118300,121800,112850,24900,24900,38850,38850,40500,40500,53800,53400,52900,42550,42350,40950,13150,11200,14350,13600,13850,15000,13000
27/06/2019,11700,10650,10250,11800,11600,13050,12600,32750,32750,118200,121750,112800,24950,24950,38850,38850,40350,40350,53850,53700,53150,42800,42700,41050,13150,11200,14350,13600,13850,15000,13000
28/06/2019,11700,10650,10250,11800,11600,13050,12600,32650,32650,118150,121750,112750,24850,24850,38550,38550,40150,40150,54400,54550,53700,43800,43850,42100,13150,11200,14350,13600,13850,15000,13000
1/7/2019,11700,10650,10250,11750,11600,13050,12600,32550,32550,118100,121600,112650,24950,24950,37400,37400,39350,39350,55050,54750,54800,46100,46100,44200,13150,11200,14300,13600,13850,15000,13000
2/7/2019,11700,10650,10250,11750,11600,13050,12650,32550,32550,117900,121500,112600,24900,24900,37100,37100,39200,39200,55350,55200,54800,47400,47400,45350,13100,11200,14300,13600,13850,15000,13000
3/7/2019,11700,10650,10250,11750,11600,13050,12650,32850,32850,117900,121500,112700,24900,24900,37100,37100,39050,39050,56150,56050,55850,49500,48900,48400,13100,11200,14300,13600,13850,15000,13000
4/7/2019,11750,10700,10300,11800,11650,13100,12700,33450,33450,118200,121850,112850,25000,25000,36900,36900,38850,38850,57850,56850,57700,52400,50650,51800,13150,11200,14350,13600,13850,15000,13000
5/7/2019,11700,10650,10250,11750,11600,13050,12650,33500,33500,117750,121300,112600,24900,24900,36600,36600,38800,38800,57300,56250,57150,52650,51450,52100,13100,11200,14300,13600,13850,15000,13000
8/7/2019,11700,10650,10250,11800,11600,13000,12650,34350,34350,117450,120950,112300,24900,24900,35900,35900,38350,38350,58350,56700,58150,54500,52750,54100,13100,11200,14300,13600,13850,15000,13000
9/7/2019,11700,10650,10250,11800,11600,13050,12650,34800,34800,117750,121300,112600,24900,24900,35950,35950,38100,38100,58450,56400,58400,55050,53150,55300,13100,11200,14300,13600,13850,15000,13000
10/7/2019,11700,10650,10250,11800,11600,13050,12650,35300,35300,117750,121250,112600,24950,24950,35650,35650,37900,37900,58150,56150,58250,55800,53950,56300,13100,11150,14300,13600,13850,15000,13000
11/7/2019,11700,10650,10250,11800,11600,13050,12650,35500,35500,117750,121300,112650,24800,24800,35000,35000,37550,37550,58000,56050,58200,56750,54900,57000,13100,11150,14300,13600,13850,15000,13000
12/7/2019,11700,10650,10250,11800,11600,13050,12650,35800,35800,117700,121200,112600,24800,24800,34850,34850,37400,37400,58450,56550,58750,56900,54850,57900,13100,11150,14300,13600,13850,15000,13000
15/07/2019,11700,10650,10250,11800,11600,13050,12650,36550,36550,117550,121050,112700,24750,24750,34650,34650,37450,37450,60000,58350,60450,60600,57150,63100,13100,11150,14300,13600,13850,15000,12950
16/07/2019,11700,10650,10250,11800,11600,13050,12650,36350,36350,117650,121000,112600,24700,24700,34350,34350,37350,37350,60150,58150,60750,61000,57350,63100,13100,11150,14300,13600,13850,15000,13000
17/07/2019,11700,10650,10250,11800,11600,13050,12650,36500,36500,117750,121100,112650,24700,24700,34250,34250,37150,37150,59650,57600,60600,61250,57700,63950,13100,11150,14300,13600,13850,15000,13000
18/07/2019,11700,10650,10250,11800,11600,13050,12650,36500,36500,117700,121200,112750,24750,24750,33950,33950,36900,36900,59350,57750,60000,62000,58350,65050,13100,11150,14300,13600,13850,15000,13000
19/07/2019,11750,10700,10300,11850,11650,13100,12700,36700,36700,117950,121550,112850,24800,24800,33850,33850,36950,36950,59850,58200,60650,63100,58350,67050,13100,11150,14300,13600,13850,15000,13000
22/07/2019,11700,10650,10250,11800,11600,13050,12600,35850,35850,117800,121300,112800,24750,24750,33400,33400,36650,36650,59150,56500,60500,63450,58850,68400,13100,11150,14300,13600,13850,15000,12950
23/07/2019,11750,10650,10250,11850,11600,13100,12650,35400,35400,118050,121450,113100,24850,24850,33400,33400,36750,36750,58900,56300,60250,64150,59900,68700,13100,11150,14300,13550,13850,15000,12950
24/07/2019,11700,10650,10250,11850,11600,13050,12650,35100,35100,117950,121450,112950,24900,24900,33000,33000,36300,36300,58750,56600,60150,64850,60500,70400,13100,11100,14350,13550,13850,15000,12950
25/07/2019,11750,10650,10250,11850,11600,13100,12650,34900,34900,117750,121350,112900,25050,25050,32650,32650,36250,36250,58500,56650,59800,65000,60600,70250,13100,11100,14300,13550,13800,15000,12950
26/07/2019,11700,10650,10300,11800,11600,13050,12600,35200,35200,117950,121450,112900,25000,25000,32800,32800,36200,36200,58150,56100,59400,64800,59800,70600,13100,11100,14300,13600,13800,15000,12950
29/07/2019,11700,10650,10250,11800,11600,13050,12600,34450,34450,117750,121250,112650,24900,24900,31900,31900,35800,35800,57650,55450,59250,68400,61500,75650,13100,11100,14300,13600,13800,15000,12950
30/07/2019,11700,10650,10250,11800,11600,13050,12600,34100,34100,117650,121250,112400,24950,24950,31600,31600,35650,35650,57350,55100,59100,69000,61650,76850,13100,11100,14300,13600,13800,15000,12900
31/07/2019,11700,10650,10250,11800,11600,13050,12600,33950,33950,117800,121200,112600,24950,24950,31700,31700,35500,35500,57600,55450,59200,68950,61300,77100,13100,11100,14300,13600,13800,15000,12900
1/8/2019,11700,10600,10250,11800,11600,13000,12600,33850,33850,117750,121250,112650,24950,24950,31450,31450,35250,35250,57300,55150,58950,69000,61450,77350,13100,11100,14300,13600,13800,15000,12900
2/8/2019,11700,10650,10250,11800,11600,13000,12600,33600,33600,117750,121300,112650,24950,24950,31350,31350,35250,35250,57600,55450,59200,68750,61250,76900,13100,11100,14300,13600,13800,15000,12900
5/8/2019,11700,10650,10250,11800,11600,13000,12600,33500,33500,117750,121350,112450,24900,24900,30800,30800,34800,34800,60300,58400,61950,69200,61050,77950,13100,11100,14300,13600,13800,15000,12900
6/8/2019,11700,10700,10250,11800,11550,13000,12600,33500,33500,117800,121350,112500,24900,24900,30550,30550,34600,34600,61600,60000,63000,70100,61400,79500,13100,11100,14300,13600,13800,15000,12900
7/8/2019,11700,10650,10250,11800,11600,13000,12600,33600,33600,117850,121400,112600,24900,24900,30650,30650,34800,34800,63950,62150,65450,70700,62300,79900,13100,11150,14300,13600,13800,14950,12900
8/8/2019,11700,10650,10250,11800,11600,13050,12600,33700,33700,118000,121600,112700,24900,24900,30350,30350,34550,34550,66850,64700,68400,71000,62550,80000,13150,11150,14400,13650,13800,15000,12900
9/8/2019,11700,10650,10250,11800,11600,13050,12600,33800,33800,119050,122450,114100,24900,24900,30300,30300,34550,34550,70650,68400,72300,72300,63800,81300,13150,11150,14400,13650,13750,14950,12900
12/8/2019,11700,10650,10250,11800,11600,13000,12600,34150,34150,119100,122350,113850,24850,24850,29950,29950,34600,34600,72250,70300,73550,73100,64150,82250,13100,11150,14300,13550,13750,15000,12900
13/08/2019,11700,10650,10250,11800,11600,13000,12600,33850,33850,118600,122000,114050,24700,24700,29700,29700,34550,34550,71550,69400,72850,72750,63750,81900,13100,11150,14300,13550,13750,15000,12900
14/08/2019,11750,10700,10300,11850,11650,13050,12650,33700,33700,118800,122400,113250,24800,24800,29500,29500,34400,34400,70750,68500,72300,73400,63950,82600,13150,11200,14350,13550,13750,15000,12850
15/08/2019,11700,10650,10250,11800,11600,13000,12600,33200,33200,118350,121900,112900,24700,24700,29350,29350,34150,34150,69600,68500,70850,72350,64050,80250,13100,11200,14300,13550,13750,15000,12900
16/08/2019,11750,10700,10300,11850,11650,13050,12650,33050,33050,118650,122350,113050,24850,24850,29300,29300,34100,34100,68050,66900,69700,71300,62850,79000,13150,11250,14300,13550,13750,15000,12850
19/08/2019,11700,10650,10250,11800,11600,13000,12600,32100,32100,118200,121800,112550,24600,24600,28400,28400,33850,33850,63450,60800,65500,66700,59400,73700,13150,11250,14300,13550,13800,14950,12900
20/08/2019,11700,10700,10300,11850,11600,13050,12600,31900,31900,118250,121850,112450,25000,25000,28400,28400,34000,34000,62300,59450,64450,65650,58150,72800,13150,11300,14250,13550,13800,14950,12850
21/08/2019,11700,10750,10300,11850,11550,13050,12600,31750,31750,118200,121900,112450,25000,25000,27850,27850,33850,33850,61200,58450,63250,64250,57050,71150,13150,11300,14300,13500,13800,15000,12900
22/08/2019,11700,10600,10250,11800,11600,13000,12550,31650,31650,118400,121700,113100,24900,24900,27550,27550,33650,33650,60300,57350,62300,63700,56650,70650,13150,11300,14300,13550,13750,14950,12900
23/08/2019,11700,10650,10250,11800,11600,13000,12600,31550,31550,118250,121850,112600,24900,24900,27300,27300,33600,33600,58750,55450,60750,62750,55400,69950,13150,11300,14300,13550,13750,14950,12900
26/08/2019,11700,10650,10250,11800,11600,13050,12600,31100,31100,118200,121750,112550,24950,24950,26450,26450,33250,33250,55750,51150,58350,60850,53300,68850,13150,11300,14300,13550,13750,14950,12850
27/08/2019,11700,10650,10250,11800,11600,13000,12600,30800,30800,118100,121750,112400,24850,24850,26150,26150,33250,33250,55250,50550,57950,60150,52600,68300,13100,11200,14300,13550,13750,14950,12850
28/08/2019,11700,10650,10250,11800,11600,13000,12600,30950,30950,118200,121800,112550,24850,24850,25950,25950,33150,33150,54700,49800,57350,59400,52250,67150,13150,11300,14300,13550,13750,14950,12850
29/08/2019,11700,10650,10250,11800,11550,13050,12600,30800,30800,118200,121750,112650,24850,24850,25750,25750,33100,33100,54400,49800,57000,58600,52050,66050,13150,11300,14300,13550,13750,14950,12850
30/08/2019,11700,10700,10300,11850,11550,13050,12600,30750,30750,118100,121750,112400,24950,24950,25700,25700,33150,33150,53400,48300,56450,57150,50450,64600,13150,11300,14300,13500,13750,14950,12850
2/9/2019,11700,10650,10250,11800,11550,13050,12600,30450,30450,117800,121400,112650,24750,24750,24800,24800,32850,32850,53100,48850,56200,58150,50600,66750,13150,11300,14300,13550,13750,14900,12900
3/9/2019,11700,10650,10250,11800,11550,13050,12600,30300,30300,118250,121800,112600,24750,24750,24750,24750,32900,32900,52150,47800,55700,59000,50900,67200,13150,11300,14300,13550,13750,14900,12900
4/9/2019,11700,10650,10250,11800,11600,13050,12600,30100,30100,118250,121800,112600,24700,24700,24550,24550,32750,32750,51900,47250,55400,59550,51300,67700,13150,11300,14300,13550,13700,14900,12900
5/9/2019,11700,10650,10250,11800,11600,13050,12600,30100,30100,118250,121750,112600,24650,24650,24300,24300,32600,32600,51350,47000,54600,59700,51350,68050,13150,11300,14300,13550,13700,14900,12850
6/9/2019,11700,10650,10250,11800,11600,13050,12600,30050,30050,118250,121750,112600,24600,24600,24250,24250,32500,32500,50650,46500,53850,60100,51150,68950,13150,11300,14300,13550,13700,14900,12850
9/9/2019,11700,10600,10250,11800,11600,13050,12600,30400,30400,118100,121700,112350,24450,24450,24050,24050,32600,32600,49250,45700,52000,60950,51200,70650,13150,11300,14300,13500,13700,14900,12850
10/9/2019,11700,10650,10250,11800,11600,13050,12600,30500,30500,118100,121700,112350,24400,24400,24000,24000,32600,32600,49000,45500,51600,61400,51550,71400,13150,11300,14300,13550,13700,14900,12850
11/9/2019,11700,10650,10250,11800,11600,13050,12600,30850,30850,118000,121500,112350,24400,24400,24050,24050,32450,32450,48350,45350,50850,60250,51050,70200,13150,11300,14300,13550,13700,14900,12850
12/9/2019,11700,10650,10250,11800,11550,13050,12600,31050,31050,118000,121500,112350,24350,24350,23900,23900,32400,32400,47550,44700,50000,60350,51350,69950,13150,11300,14300,13550,13700,14900,12850
13/09/2019,11700,10600,10250,11800,11550,13050,12600,31450,31450,118100,121700,112400,24300,24300,23750,23750,32350,32350,47000,44550,49400,60150,51000,69850,13150,11300,14300,13550,13700,14900,12850
16/09/2019,11700,10600,10250,11750,11550,13050,12600,31800,31800,118100,121700,112400,24150,24150,23550,23550,32150,32150,45700,44000,47600,58950,51050,68300,13100,11100,14300,13500,13700,14900,12850
17/09/2019,11700,10650,10250,11800,11550,13050,12600,31900,31900,118100,121700,112450,24100,24100,23550,23550,32150,32150,45300,43700,47300,58850,51100,67550,13100,11100,14300,13500,13700,14900,12850
18/09/2019,11700,10600,10250,11800,11550,13050,12600,32150,32150,118100,121700,112400,24050,24050,23450,23450,32050,32050,44450,43150,46400,57850,50600,66150,13100,11250,14300,13500,13700,14900,12850
19/09/2019,11700,10600,10250,11800,11550,13050,12600,32050,32050,118100,121700,112450,24000,24000,23300,23300,32000,32000,43450,42600,45100,57750,51050,65650,13100,11250,14300,13500,13700,14900,12850
20/09/2019,11700,10600,10250,11800,11550,13050,12600,31850,31850,118100,121700,112450,23950,23950,23300,23300,31900,31900,43150,41850,44900,57200,50350,65150,13100,11250,14300,13500,13700,14900,12850
23/09/2019,11700,10650,10300,11800,11600,13050,12600,31800,31800,117950,121750,111750,23900,23900,23100,23100,31850,31850,43150,41950,44600,56000,49700,63200,13100,11250,14250,13500,13700,14900,12850
24/09/2019,11700,10650,10250,11800,11600,13050,12600,31750,31750,118200,121750,112650,23850,23850,23150,23150,31750,31750,43200,41900,44450,55450,49350,62300,13150,11250,14400,13600,13700,14900,12850
25/09/2019,11700,10650,10300,11800,11600,13050,12600,31600,31600,118100,121750,112400,23750,23750,23150,23150,31800,31800,42950,42000,44250,55100,49500,61850,13150,11300,14350,13600,13700,14850,12850
26/09/2019,11700,10650,10300,11800,11600,13050,12600,31650,31650,118200,121750,112550,23700,23700,23050,23050,31600,31600,42850,41650,44050,54750,49250,61700,13150,11250,14400,13600,13700,14900,12850
27/09/2019,11750,10650,10300,11800,11600,13050,12600,31500,31500,118200,121700,112600,23700,23700,22950,22950,31600,31600,42650,41400,44000,54600,49150,61300,13150,11300,14400,13600,13700,14900,12850
30/09/2019,11700,10650,10300,11800,11600,13050,12600,31550,31550,118000,121600,112300,23700,23700,22800,22800,31650,31650,42850,41700,44100,54450,48750,61550,13100,11250,14300,13500,13700,14850,12850
1/10/2019,11700,10650,10300,11800,11600,13050,12600,31750,31750,118000,121600,112300,23650,23650,22800,22800,31450,31450,42750,42100,43900,54200,48650,61350,13100,11200,14300,13500,13700,14850,12850
2/10/2019,11750,10650,10300,11800,11600,13050,12600,32050,32050,117900,121450,112300,23600,23600,22800,22800,31450,31450,42700,41650,43950,54750,49450,61250,13100,11250,14300,13500,13700,14850,12850
3/10/2019,11750,10650,10300,11800,11600,13050,12600,32150,32150,118050,121650,112400,23500,23500,22650,22650,31200,31200,43000,41850,44350,55400,49800,62600,13100,11200,14300,13500,13750,14850,12900
4/10/2019,11750,10650,10300,11800,11600,13050,12600,32300,32300,118050,121650,112450,23450,23450,22450,22450,31250,31250,42950,42000,44050,55600,50100,62700,13100,11200,14300,13500,13750,14850,12900
7/10/2019,11750,10650,10300,11800,11600,13050,12600,32550,32550,118000,121550,112550,23500,23500,22650,22650,31500,31500,43750,42600,44600,56250,50050,63700,13050,11150,14300,13500,13700,14850,12850
8/10/2019,11750,10650,10300,11800,11600,13050,12650,32650,32650,118150,121650,112750,23450,23450,22900,22900,31350,31350,44350,43400,44850,56400,50450,63650,13050,11150,14300,13500,13700,14850,12850
9/10/2019,11750,10650,10300,11800,11600,13050,12650,32800,32800,118150,121650,112750,23450,23450,23350,23350,31400,31400,44250,43050,44900,55900,50550,62900,13050,11150,14300,13500,13750,14850,12850
10/10/2019,11750,10700,10300,11800,11600,13050,12650,32900,32900,118150,121650,112750,23450,23450,23600,23600,31350,31350,44450,43400,45000,56450,51250,63350,13050,11150,14300,13450,13700,14850,12850
11/10/2019,11750,10650,10300,11800,11600,13050,12650,33050,33050,118100,121600,112650,23450,23450,23950,23950,31300,31300,44900,44150,45250,57300,51150,64800,13050,11150,14300,13500,13750,14850,12850
14/10/2019,11750,10700,10300,11800,11600,13100,12650,33550,33550,118100,121600,112600,23350,23350,25150,25150,31200,31200,46050,45900,46050,56250,50300,63450,13050,11150,14300,13500,13750,14850,12900
15/10/2019,11750,10700,10300,11800,11600,13100,12600,33550,33550,118200,121700,112800,23350,23350,25500,25500,31150,31150,46200,46150,46150,56500,51000,63150,13150,11200,14400,13600,13750,14850,12900
16/10/2019,11750,10700,10300,11850,11650,13100,12650,33750,33750,118400,122000,112900,23250,23250,25950,25950,31350,31350,45800,45700,45900,54350,48400,61100,13100,11200,14350,13450,13800,14900,12950
17/10/2019,11750,10700,10300,11800,11600,13100,12600,33750,33750,118250,121700,112950,23300,23300,26050,26050,31200,31200,45750,45700,45700,55950,50350,62450,13100,11200,14350,13550,13750,14800,12950
18/10/2019,11750,10700,10300,11800,11600,13100,12600,33850,33850,118250,121700,112950,23350,23350,26400,26400,31300,31300,45550,45450,45550,55950,50450,62450,13100,11200,14350,13550,13750,14800,12950
21/10/2019,11750,10700,10300,11800,11600,13050,12600,34100,34100,118050,121500,112700,23350,23350,26500,26500,31200,31200,45200,45900,44800,56500,50200,63400,13050,11150,14300,13450,13750,14800,12950
22/10/2019,11750,10700,10300,11800,11600,13050,12600,34100,34100,118050,121550,112650,23400,23400,26600,26600,31250,31250,45050,45750,44700,56400,49900,63550,13050,11150,14300,13450,13750,14800,13000
23/10/2019,11750,10700,10300,11800,11600,13050,12600,34050,34050,118050,121550,112700,23400,23400,26550,26550,31300,31300,44850,45550,44450,55400,49500,62300,13050,11150,14250,13500,13800,14850,13000
